code,libelle,age_apparition,cim,GARD,MedDRA,MeSH,OMIM,prevalence,synonymes,UMLS
308684,"Glycogénose par déficit en enzyme branchante de l'enfant, forme hépatique et myopathique",-,E74.0,-,10053250,-,232500,-,"GSD par déficit en enzyme branchante de l'enfant, forme hépatique et myopathique ; GSD type 4 de l'enfant, forme hépatique et myopathique ; GSDIV de l'enfant, forme hépatique et myopathique ; Glycogénose type 4 de l'enfant, forme hépatique et myopathique ; Glycogénose type IV de l'enfant, forme hépatique et myopathique",C0017922
308698,"Glycogénose par déficit en enzyme branchante de l'enfant, forme neuromusculaire",-,E74.0,-,-,-,232500,-,"GSD par déficit en enzyme branchante de l'enfant, forme neuromusculaire ; GSD type 4 de l'enfant, forme neuromusculaire ; GSDIV de l'enfant, forme neuromusculaire ; Glycogénose type 4 de l'enfant, forme neuromusculaire ; Glycogénose type IV de l'enfant, forme neuromusculaire",C1856305
308712,"Glycogénose par déficit en enzyme branchante de l'adulte, forme neuromusculaire",-,E74.0,-,-,-,232500,-,"GSD par déficit en enzyme branchante de l'adulte, forme neuromusculaire ; GSD type 4 de l'adulte, forme neuromusculaire ; GSDIV de l'adulte, forme neuromusculaire ; Glycogénose type 4 de l'adulte, forme neuromusculaire ; Glycogénose type IV de l'adulte, forme neuromusculaire",-
309015,Déficit familial en lipoprotéine lipase,-,E78.3,12241,-,-,238600,-,Déficit en LPL,C0023817
309020,Déficit familial en apolipoprotéine C-II,-,E78.3,-,-,-,207750,-,Déficit familial en apoC-II,C0268199  C1720779
309031,Déficit en triacylglycérol lipase pancréatique,-,K90.3,-,-,-,614338,-,Déficit en triglycéride lipase pancréatique,C0268240
309108,Déficit en colipase pancréatique,-,K90.3,-,-,-,614338,-,-,C0268241
309111,Déficit combiné en lipase-colipase pancréatique,Néonatal,K90.3,-,-,-,614338,<1 / 1 000 000,-,-
309147,Hyper-bêta-alaninémie,-,E79.8,10267,-,-,237400,-,Hyperalaninémie,C0268630
309155,Maladie de Sandhoff infantile,-,E75.0,-,-,-,268800,-,"Déficit en hexosaminidases A et B, forme infantile ; Gangliosidose à GM2 variant 0, forme infantile",C0751490  C1849322
309162,Maladie de Sandhoff juvénile,-,E75.0,-,-,-,268800,-,"Déficit en hexosaminidases A et B, forme juvénile ; Gangliosidose à GM2 variant 0, forme juvénile",C0751491  C1849321
309169,Maladie de Sandhoff adulte,-,E75.0,-,-,-,268800,-,"Déficit en hexosaminidases A et B, forme adulte ; Gangliosidose à GM2 variant 0, forme adulte",C0751489  C1849320
309178,"Maladie de Tay-Sachs, variant B, forme infantile",-,E75.0,-,-,-,-,-,"Déficit en hexosaminidase A, forme infantile ; Gangliosidose à GM2 variant B, forme infantile",-
309185,"Maladie de Tay-Sachs, variant B, forme juvénile",-,E75.0,-,-,-,-,-,"Déficit en hexosaminidase A, forme juvénile ; Gangliosidose à GM2 variant B, forme juvénile",-
309192,"Maladie de Tay-Sachs, variant B, forme adulte",-,E75.0,-,-,-,-,-,"Déficit en hexosaminidase A, forme adulte ; Gangliosidose à GM2 variant B, forme adulte",C1848914
309239,"Maladie de Tay-Sachs, variant B1",-,E75.0,-,-,-,-,-,"Déficit en hexosaminidase A, variant B1 ; Gangliosidose à GM2 variant B1",C1848916  C2749283
309246,Gangliosidose à GM2 variant AB,Petite enfance,E75.0,-,-,-,272750,<1 / 1 000 000,Déficit en activateur de l'hexosaminidase,C0268275
309252,Maladie de Gaucher atypique par déficit en saposine C,-,E75.2,12503,-,-,610539,-,-,C1864651
309256,Leucodystrophie métachromatique infantile tardive,Petite enfance,E75.2,-,-,-,-,Inconnu,"Déficit en arylsulfatase A, forme infantile tardive ; MLD, forme infantile tardive",C0751278
309263,Leucodystrophie métachromatique juvénile,"Enfance, Adolescence",E75.2,-,-,-,-,Inconnu,"Déficit en arylsulfatase A, forme juvénile ; MLD, forme juvénile",C0751276
309271,Leucodystrophie métachromatique de l'adulte,Adulte,E75.2,-,-,-,-,Inconnu,"Déficit en arylsulfatase A, forme adulte ; MLD, forme adulte",C0751279
309282,Alpha-mannosidose infantile,-,E77.1,-,-,-,-,-,"Déficit en alpha-D-mannosidase lysosomale, forme infantile",-
309288,Alpha-mannosidose de l'adulte,-,E77.1,-,-,-,-,-,"Déficit en alpha-D-mannosidase lysosomale, forme adulte",-
309297,Mucopolysaccharidose type 4A,Enfance,E76.2,3785,-,-,253000,1-5 / 10 000,Déficit en GALNS ; Déficit en N-acetylgalactosamine-6-sulfate sulfatase ; Déficit en galactosamine-6-sulfatase ; MPS4A ; Maladie de Morquio type A ; Mucopolysaccharidose type IVA,C0086651  C3179194
309310,Mucopolysaccharidose type 4B,-,E76.2,3786,-,-,253010,-,Déficit en bêta-D-galactosidase ; MPS4B ; MPSIVB ; Maladie de Morquio type B ; Mucopolysaccharidose type IVB,C0086652
309324,"Maladie de surcharge en acide sialique libre, forme infantile","Prénatal, Néonatal",E77.8,175,10067532,-,269920,<1 / 1 000 000,ISSD,C1096902  C1963905
309331,Maladie de Salla sévère intermédiaire,-,E77.8,10871,-,-,-,-,-,-
309334,Maladie de Salla,Petite enfance,E77.8,4754,10067531,-,604369,<1 / 1 000 000,-,C1096903
309789,Chondrodysplasie ponctuée rhizomélique type 1,-,Q77.3,6049,-,-,215100,-,-,C1859133
309796,Chondrodysplasie ponctuée rhizomélique type 2,-,Q77.3,9429,-,-,222765,-,-,C1857242
309803,Chondrodysplasie ponctuée rhizomélique type 3,-,Q77.3,9682,-,-,600121,-,-,C1838612
309854,Syndrome de cirrhose-dystonie-polycythémie-hypermanganésémie,Enfance,-,10706,-,-,613280,<1 / 1 000 000,-,C2750442
313772,Syndrome d'ataxie spastique-epilepsie myoclonique-neuropathie précoce,Enfance,G11.4,-,-,-,614487,<1 / 1 000 000,Ataxie spastique autosomique récessive type 5 ; SPAX5 ; Syndrome d'ataxie spastique-epilepsie myoclonique-neuropathie associé à AFG3L2,-
313781,Syndrome de microdélétion 20p13,"Petite enfance, Néonatal",Q93.5,-,-,-,-,<1 / 1 000 000,Del(20)(p13) ; Monosomie 20p13 ; Syndrome de délétion subtélomérique 20p,-
313795,Syndrome de Jawad,"Petite enfance, Néonatal",-,-,-,-,251255,<1 / 1 000 000,-,C0796063
313800,Syndrome d'oedème du nerf optique-splénomégalie,Enfance,-,-,-,-,614979,<1 / 1 000 000,-,-
313808,Leucoencéphalopathie héréditaire diffuse à sphéroïdes axonaux et cellules gliales pigmentées,Adulte,E75.2,10981,-,-,221820,<1 / 1 000 000,ALSP ; Démence familiale type Neumann ; FPSG ; GPSC ; Gliose sous-corticale de Neumann ; Gliose sous-corticale progressive familiale ; HDLS ; Leucodystrophie orthochromatique pigmentaire ; Leucoencéphalopathie avec sphéroïdes neuro-axonaux ; Leucoencéphalopathie de l'adulte avec sphéroïdes axonaux et cellules gliales pigmentées ; POLD,C3711381
313838,Syndrome de Coats-plus,Enfance,H35.0,-,-,-,612199  617341,<1 / 1 000 000,CRMCC ; Microangiopathie cérébro-rétinienne avec calcifications et kystes,C2677299
313846,Télangiectasie cutanée familiale et syndrome de prédisposition au cancer oropharyngé,"Petite enfance, Néonatal",-,-,-,-,614564,<1 / 1 000 000,-,-
313850,Dégénérescence cérébello-rétinienne infantile,"Petite enfance, Néonatal",E88.8,-,-,-,614559,<1 / 1 000 000,-,-
313855,Dysplasie osseuse avec incurvation des membres liée à FGFR2,"Néonatal, Prénatal",-,10965,-,-,614592,<1 / 1 000 000,Dysplasie osseuse avec incurvation des membres périnatale létale,-
313884,Syndrome de microdélétion 12p12.1,"Petite enfance, Néonatal",Q93.5,-,-,-,616803,<1 / 1 000 000,Del(12)(p12.1) ; Monosomie 12p12.1,-
313892,Retard de développement et de langage par déficit en SOX5,"Petite enfance, Néonatal",-,-,-,-,616803,<1 / 1 000 000,-,-
313906,Kyste pancréatique congénital,"Petite enfance, Néonatal",Q45.2,-,-,-,-,<1 / 1 000 000,Kyste congénital vrai du pancréas ; Kyste pancréatique congénital néonatal,C0341480
313920,Carcinome gastrique associé au virus Epstein-Barr,-,C16.0  C16.2,-,-,-,-,Inconnu,Carcinome gastrique associé à l'EBV ; EBVaGC,-
313936,Syndrome PENS,"Petite enfance, Néonatal",-,-,-,-,-,<1 / 1 000 000,Syndrome de naevi épidermiques papulaires avec couche basale en palissade ; Syndrome de naevus épidermiques papulaires avec couche basale en palissade,-
313947,Syndrome de microduplication 2q23.1,"Petite enfance, Néonatal",Q92.3,-,-,-,-,<1 / 1 000 000,Dup(2)(q23.1) ; Trisomie 2q23.1,-
314002,Syndrome de contractures-pterygium colli-micrognathie-mamelons hypoplasiques,"Petite enfance, Néonatal",-,-,-,-,-,<1 / 1 000 000,Syndrome de Dinno,-
314017,Kératite interstitielle linéaire idiopathique,-,H16.3,-,-,-,-,Inconnu,-,-
314022,Adénocarcinome gastrique et polypose proximale de l'estomac,Adulte,-,-,-,-,-,<1 / 1 000 000,GAPPS ; Polypose familiale des glandes fundiques avec cancer gastrique,-
314029,Ostéogenèse imparfaite avec augmentation de la masse osseuse,Enfance,Q78.0,-,-,-,-,<1 / 1 000 000,OI avec augmentation de la masse osseuse,-
314034,Syndrome de microduplication 7p22.1,"Petite enfance, Néonatal",Q92.3,-,-,-,-,<1 / 1 000 000,Dup(7)(p22.1) ; Trisomie 7p22.1,-
314041,Syndrome marfanoïde-hernie inguinale-vieillissement osseux prématuré,-,-,-,-,-,-,<1 / 1 000 000,-,-
314051,Syndrome de leucoencéphalopathie-anomalies du thalamus et du tronc cérébral-hyperlactatémie,"Néonatal, Petite enfance",-,12893,-,-,614924,<1 / 1 000 000,COXPD12 ; Déficit combiné de la phosphorylation oxydative type 12 ; LTBL,-
314373,Diarrhée chronique par hyperactivité de la guanylate cyclase 2C,"Petite enfance, Néonatal",P78.3,-,-,-,614616,<1 / 1 000 000,-,-
314376,Occlusion intestinale du nouveau-né par déficit en guanylate cyclase 2C,Néonatal,P76.0,-,-,-,614665,<1 / 1 000 000,Iléus méconial par déficit en guanylate cyclase 2C,-
314381,Neuropathie héréditaire sensitive et autonomique type 6,"Petite enfance, Néonatal",G60.8,-,-,-,614653,<1 / 1 000 000,Dysautonomie familiale avec contractures ; HSAN6 ; NHSA6 ; Neuropathie héréditaire sensitive et autonomique type VI,-
314389,Syndrome de duplication Xq12-q13.3,"Petite enfance, Néonatal",Q99.8,-,-,-,-,<1 / 1 000 000,Dup(X)(q12-q13.3),-
314394,Syndrome de petite taille-onychodysplasie-dysmorphie faciale-hypotrichose,"Petite enfance, Néonatal",Q87.1,-,-,-,614813,<1 / 1 000 000,Syndrome SOFT,-
314399,Aplasie et myélodysplasie autosomiques dominantes,Enfance,D61.0,-,-,-,614675,<1 / 1 000 000,Anémie aplasique et myélodysplasie autosomiques dominantes,-
314404,Syndrome d'ataxie cérébelleuse autosomique dominante-surdité-narcolepsie,Adulte,-,12372,-,-,604121,<1 / 1 000 000,syndrome ADCA-DN,-
314419,Améloblastome,Tout âge,D16.4  D16.5,5747,10066796,-,-,Inconnu,-,C0002448
314422,Carcinome améloblastique,Tout âge,C41.1,11855,-,-,-,<1 / 1 000 000,-,C1314678
314432,Syndrome de cryptorchidie-hernie de Spiegel,"Petite enfance, Néonatal",K43.6,-,-,-,-,<1 / 1 000 000,-,-
314451,Syndrome de Meigs,Adulte,D27,-,10027139,-,-,Inconnu,Syndrome de Demons-Meigs,C0025184
314459,Syndrome pseudo-Meigs,Adulte,D27,-,-,-,-,Inconnu,Syndrome pseudo-Demons-Meigs,-
314466,Syndrome de Meigs atypique,Adulte,D27,-,-,-,-,<1 / 1 000 000,Syndrome de Demons-Meigs atypique,-
314473,Fibrome ovarien,Adulte,D27,-,10064257,-,-,Inconnu,-,C0149951
314478,Fibrothécome ovarien,Adulte,D27,-,-,-,-,Inconnu,-,-
314485,Neuropathie motrice distale héréditaire de l'adulte jeune,Adulte,G12.2,-,-,-,614881,<1 / 1 000 000,Amyotrophie spinale distale autosomique récessive type 5 ; Atrophie musculaire spinale distale autosomique récessive type 5 ; dHMN de l'adulte jeune ; dSMA5,-
314555,Syndrome de dysplasie craniofaciale et ostéopénie,"Petite enfance, Néonatal",-,-,-,-,611174,<1 / 1 000 000,Syndrome de Hamamy,C1970027
314566,Apraxie primaire progressive de la parole,Adulte,-,-,-,-,-,<1 / 1 000 000,Apraxie verbale primaire progressive ; PPAOS,-
314572,Syndrome autosomique récessif de leucoencéphalopathie-infarctus cérébraux-rétinite pigmentaire,"Petite enfance, Néonatal",-,-,-,-,-,<1 / 1 000 000,-,-
314575,Syndrome de déficience intellectuelle-hypotonie-brachycéphalie-sténose du pylore-cryptorchidie,"Petite enfance, Néonatal",-,-,-,-,-,<1 / 1 000 000,-,-
314585,Gigantisme 15q,"Petite enfance, Néonatal",Q87.3,-,-,-,614846,<1 / 1 000 000,-,-
314588,Tétrasomie 15q distale,"Petite enfance, Néonatal",Q99.8,-,-,-,614846,<1 / 1 000 000,Tétrasomie 15(q25-qter) ; Tétrasomie 15q26,-
314597,Syndrome de Chudley-McCullough,"Petite enfance, Néonatal",-,86,-,-,604213,<1 / 1 000 000,-,C1858695
314603,Ataxie spastique autosomique récessive avec leucoencéphalopathie,"Adolescence, Adulte, Enfance",G11.4,-,-,-,611390,<1 / 1 000 000,ARSAL ; Ataxie spastique autosomique récessive type 3 ; SPAX3,C1969645
314613,Syndrome du tératome croissant,Adulte,-,-,-,-,-,Inconnu,-,-
314621,Duplication de l'hypophyse,"Petite enfance, Néonatal",Q89.2,-,-,-,-,<1 / 1 000 000,Duplication de la glande pituitaire ; Syndrome de duplication de l'hypophyse,-
314629,Maladie CLN11,Adulte,E75.4,-,-,-,614706,<1 / 1 000 000,-,-
314632,Parkinsonisme par déficit en ATP13A2,Enfance,E75.4,-,-,-,606693  617225,<1 / 1 000 000,Maladie CLN12,-
314637,Cardiomyopathie hypertrophique mitochondriale avec acidose lactique par déficit en MTO1,"Petite enfance, Néonatal",I42.2,-,-,-,614702,<1 / 1 000 000,COXPD10 ; Déficit combiné de la phosphorylation oxydative type 10,-
314647,Ataxie cérébelleuse non progressive avec déficience intellectuelle,"Petite enfance, Néonatal",G11.0,-,-,-,614756,<1 / 1 000 000,-,-
314652,Amylose ABeta2M variante,Adulte,E85.1,-,-,-,-,<1 / 1 000 000,Amylose à bêta2-microglobuline autosomique dominante,-
314655,Syndrome d'hypotonie-épilepsie-encéphalopathie sévère neonatale dû à une microdélétion 5q31.3,"Petite enfance, Néonatal",Q93.5,-,-,-,-,<1 / 1 000 000,Del(5)(q31.3) ; Monosomie 5q31.3 ; Syndrome de microdélétion 5q31.3,-
314662,Syndrome de croissance segmentaire progressive avec hyperplasie fibroadipeuse,"Prénatal, Néonatal",-,-,-,-,-,<1 / 1 000 000,-,-
314667,TMEM165-CDG,"Petite enfance, Néonatal",E77.8,12413,-,-,614727,<1 / 1 000 000,Anomalie congénitale de la glycosylation type 2k ; Anomalie congénitale de la glycosylation type IIk ; CDG-IIk ; CDG2K ; Syndrome CDG type IIk ; Syndrome des glycoprotéines déficientes en hydrates de carbone type IIk,-
314679,Syndrome cérébrofacioarticulaire,"Petite enfance, Néonatal",-,5456,-,-,601390  615546,<1 / 1 000 000,Syndrome de Van Maldergem,C1832390
314684,Lymphome primitif des os,Tout âge,"C85,7  C85.7",-,-,-,-,Inconnu,Lymphome osseux primitif,-
314689,Déficit immunitaire combiné par déficit en STK4,Enfance,D81.8,-,-,-,614868,<1 / 1 000 000,DIC par déficit en STK4,-
314697,Porencéphalie acquise,-,G93.0,-,-,-,-,-,-,C0151860
314701,Amylose primitive systémique,-,E85.0  E85.1  E85.2  E85.3,-,-,-,254500,1-5 / 10 000,Amylose AL systémique,-
314709,Amylose primitive localisée,-,E85.4,-,-,-,-,-,Amylose AL localisée,-
314718,Syndrome d'artériopathie létale par deficit en fibuline-4,"Petite enfance, Néonatal",-,-,-,-,614437,<1 / 1 000 000,-,-
314721,Dysplasie de la dentine atypique par déficit en SMOC2,"Petite enfance, Néonatal",K00.5,-,-,-,125400,<1 / 1 000 000,Dysplasie de la dentine type 1 avec microdontie et anomalies de forme,-
314769,Somatomammotropinome,-,D35.2,-,-,-,-,-,Adénome hypophysaire secrétant GH et PRL ; Adénome hypophysaire secrétant l'hormone de croissance et la prolactine ; Adénome hypophysaire somatoprolactinique,-
314777,Adénome pituitaire isolé familial,Tout âge,D35.2,10959,-,-,102200  600634,Inconnu,FIPA,C1863340
314786,Adénome hypophysaire silencieux,-,D35.2,-,-,-,-,-,-,-
314790,Adénome hypophysaire non immunoréactif,-,D35.2,-,-,-,-,-,-,-
314795,Petite taille associée à SHOX,"Petite enfance, Néonatal",Q87.1,-,-,-,300582,Inconnu,-,-
314802,Petite taille par déficit en GHR,Enfance,E34.3,-,-,-,604271,Inconnu,Petite taille par déficit en récepteur de l'hormone de croissance,-
314811,Petite taille par déficit en GHSR,"Petite enfance, Néonatal",E34.3,-,-,-,615925,<1 / 1 000 000,Petite taille par déficit en récepteur des secrétagogues de l'hormone de croissance,-
314889,Acidose tubulaire rénale proximale autosomique dominante,Enfance,N25.8,-,-,-,-,<1 / 1 000 000,AD pRTA ; ATRp AD,-
314911,Maladie de Canavan sévère,"Petite enfance, Néonatal",E75.2,-,-,-,271900,Inconnu,Maladie de Canavan infantile ; Maladie de Canavan néonatale,C0751664  C0751666
314918,Maladie de Canavan modérée,Enfance,E75.2,-,-,-,271900,<1 / 1 000 000,Maladie de Canavan juvénile,C0751667
314928,Hydrocéphalie à pression normale,Adulte,G91.2,-,10029773,-,-,1-5 / 10 000,HPN ; Hydrocéphalie chronique de l'adulte,C0020258
314946,Infection à Mycobacterium xenopi,Tout âge,A31.8,-,-,-,-,Inconnu,-,C0275715
314950,Syndrome hyperéosinophilique primitif,Tout âge,D47.5,-,-,-,-,Inconnu,SHE-M ; SHE-N ; Syndrome hyperéosinophilique clonal ; Syndrome hyperéosinophilique néoplasique,-
314962,Syndrome hyperéosinophilique secondaire,Tout âge,D47.5,-,-,-,-,Inconnu,SHE-R ; Syndrome hyperéosinophilique réactif,-
314970,Syndrome hyperéosinophilique lymphoïde,Tout âge,D47.5,-,-,-,-,Inconnu,SHE variant lymphoïde ; SHE-L,-
314978,Ataxie cérébelleuse liée à l'X non progressive,"Petite enfance, Néonatal",G11.0,-,-,-,300703,<1 / 1 000 000,Ataxie spinocérébelleuse liée à l'X type 5 ; SCAX5,-
314993,Syndrome de cataracte-cardiopathie congénitale-défaut de fermeture du tube neural,"Néonatal, Petite enfance",-,-,-,-,608227,<1 / 1 000 000,-,-
315306,Hyperplasie congénitale des surrénales par déficit en 21-hydroxylase classique avec perte de sel,"Petite enfance, Néonatal",E25.0,-,-,-,-,1-9 / 100 000,HCS classique par 21-OHD avec perte de sel,-
315311,Hyperplasie congénitale des surrénales par déficit en 21-hydroxylase classique virilisante,"Petite enfance, Néonatal",E25.0,-,-,-,-,1-9 / 100 000,HCS classique virilisante par 21-OHD,-
317425,Déficit immunitaire combiné sévère par déficit en DNA-PKcs,"Néonatal, Petite enfance",D81.1,-,-,-,615966,<1 / 1 000 000,DICS par déficit en DNA-PKcs ; IDCS par déficit en DNA-PKcs ; Immunodéficience combinée sévère par déficit en DNA-PKcs ; SCID par déficit en DNA-PKcs,-
317428,Déficit immunitaire combiné par déficit en ORAI1,"Petite enfance, Néonatal",D81.8,-,-,-,612782,<1 / 1 000 000,CID par déficit en ORAI1 ; DIC par déficit en ORAI1 ; Immunodéficience combinée par déficit en ORAI1,-
317430,Déficit immunitaire combiné par déficit en STIM1,"Petite enfance, Néonatal",D81.8,-,-,-,612783,<1 / 1 000 000,CID par déficit en STIM1 ; DIC par déficit en STIM1 ; Immunodéficience combinée par déficit en STIM1,-
317473,Pancytopénie par mutations de IKZF1,Néonatal,D81.8,-,-,-,616873,<1 / 1 000 000,CID par déficit en IKAROS ; DIC par déficit en IKAROS ; Déficit immunitaire combiné par déficit en IKAROS ; Immunodéficience combinée par déficit en IKAROS,-
317476,"Déficit immunitaire lié à l'X avec déficit en magnésium, infection et néoplasie liées au virus Epstein-Barr",Tout âge,D81.8,10907,-,-,300853,<1 / 1 000 000,"CID par déficit en MAGT1 ; DIC par déficit en MAGT1 ; Déficit immunitaire combiné par déficit en MAGT1 ; Déficit immunitaire lié à l'X avec déficit en magnésium, infection et néoplasie liées à EBV ; Immunodéficience combinée par déficit en MAGT1 ; Immunodéficience liée à l'X avec déficit en magnésium, infection et néoplasie liées au virus Epstein-Barr ; Immunodéficience liée à l'X avec déficit en magnésium, infection et néoplasie liées à EBV ; XMEN",-
